"|","time","accelerations__z","accelerations__y","accelerations__x","rotation__gamma","rotation__alpha","rotation__beta","uuid","location__longitude","location__latitude"
"-JlgVdVDGrlRIgzpdNXA","1427749638821","14.36640739440918","4.641160011291504","-4.015076160430908","-0.8263788819313049","-0.5989449620246887","0.7225156426429749","1a122210-4044-429a-be47-cf137b1e502b","",""
"-JlfzLn7cI8rYwAVQYCY","1427740912972","","","","","","","e32436fb-6520-484f-9d4e-4acb220de8c0","19.0533999","47.4727397"
"-JlgMSBEsmxVvH5vjXQh","1427747229076","2.9047651290893555","7.954735279083252","3.7056257724761963","1.167529821395874","-0.7123956084251404","-0.25912559032440186","45f315f8-463c-487d-b1e3-304b4bb918b4","",""
"-JlgX7FbEWEfruBk1Y-A","1427750026954","9.513958930969238","6.317699909210205","3.803189516067505","-0.5446164608001709","-0.3768373131752014","-1.2186625003814697","38d53a4c-e37d-4408-b0fa-a05f958f0b1c","",""
"-JlgW_3gW-WFDEDiWeUU","1427749882835","6.3302693367004395","2.8095955848693848","1.1300631761550903","3.163036584854126","0.5850964784622192","-0.07696535438299179","38d53a4c-e37d-4408-b0fa-a05f958f0b1c","",""
"-JlfxSCuIUkaB1zmg8db","1427740414974","","","","","","","e32436fb-6520-484f-9d4e-4acb220de8c0","19.0533722","47.4727068"
"-JlgNn8xrSxvbHGpURgi","1427747581366","5.137956619262695","5.592256546020508","5.474940776824951","-0.3020024597644806","-1.1566108465194702","-1.2889699935913086","5afb7df1-1646-4ee7-be55-b45e8110a04e","",""
"-JlgHjWueL43WigkqMAe","1427745993925","8.745420455932617","4.997297286987305","-0.4537012279033661","0.06072007492184639","0.057257965207099915","-0.04447479173541069","5a200e6c-97ca-439e-8cb9-1644f88f597f","",""
"-JlgOD-bazO9HHAuWrSQ","1427747691366","5.137956619262695","5.592256546020508","5.474940776824951","-0.3020024597644806","-1.1566108465194702","-1.2889699935913086","5afb7df1-1646-4ee7-be55-b45e8110a04e","",""
"-Jlg-FtztjiAwYzkF6lp","1427741150979","","","","","","","e32436fb-6520-484f-9d4e-4acb220de8c0","19.0533917","47.4727002"
"-JlgHKuephjRv39qfqs0","1427745889016","6.0872578620910645","6.162076473236084","3.2411506175994873","0.1203748807311058","0.6032059788703918","0.30466562509536743","5a200e6c-97ca-439e-8cb9-1644f88f597f","",""
"-JlgH0dl2K35cSAGvyDY","1427745806015","6.209362030029297","2.6629507541656494","4.462193489074707","0.3893541693687439","-1.5390408039093018","-2.7340011596679688","5a200e6c-97ca-439e-8cb9-1644f88f597f","",""
"-JlgTcSA0rYmuqCIvjSQ","1427749111132","3.178901195526123","7.805097579956055","2.7461493015289307","-0.005858954507857561","1.3659353256225586","-1.3925669193267822","5afb7df1-1646-4ee7-be55-b45e8110a04e","",""
"-Jlfx4XG4Lc_rlyuHbE3","1427740317973","","","","","","","e32436fb-6520-484f-9d4e-4acb220de8c0","19.0533155","47.4727135"
"-JlgKZIV_mbJJ9VNVHSj","1427746733925","8.725667953491211","7.64109468460083","10.498574256896973","-1.1648666858673096","-0.8556736707687378","-1.6703346967697144","45f315f8-463c-487d-b1e3-304b4bb918b4","",""
"-JlgTUQ3LxuCH9t8Fl3z","1427749074132","3.178901195526123","7.805097579956055","2.7461493015289307","-0.005858954507857561","1.3659353256225586","-1.3925669193267822","5afb7df1-1646-4ee7-be55-b45e8110a04e","",""
"-Jlfx9u0_PfIH55eqf0v","1427740339973","","","","","","","e32436fb-6520-484f-9d4e-4acb220de8c0","19.0533155","47.4727135"
"-JlgNEOHu2pglobhBBJC","1427747434893","6.4601545333862305","6.323685169219971","0.7469909191131592","0.11345066130161285","0.015180018730461597","-0.8860337138175964","5afb7df1-1646-4ee7-be55-b45e8110a04e","",""
"-JlfzD-d28zf_BgHhFJQ","1427740876973","","","","","","","e32436fb-6520-484f-9d4e-4acb220de8c0","19.0533999","47.4727397"
"-JlgTFlYLcUco9VspHo0","1427749014132","3.178901195526123","7.805097579956055","2.7461493015289307","-0.005858954507857561","1.3659353256225586","-1.3925669193267822","5afb7df1-1646-4ee7-be55-b45e8110a04e","",""
"-JlgUyHknCv0CEEm12A_","1427749461835","10.023324966430664","10.421361923217773","0.6015431880950928","1.5180017948150635","0.08655273914337158","-0.3749730885028839","1a122210-4044-429a-be47-cf137b1e502b","",""
"-JlfxjWqpWCOz4_UUb_l","1427740489977","","","","","","","e32436fb-6520-484f-9d4e-4acb220de8c0","19.0533999","47.4727397"
"-JlgUu87C-x2QDuUIopw","1427749444835","10.023324966430664","10.421361923217773","0.6015431880950928","1.5180017948150635","0.08655273914337158","-0.3749730885028839","1a122210-4044-429a-be47-cf137b1e502b","",""
"-JlfysWez_Kp8CwfRUaM","1427740788974","","","","","","","e32436fb-6520-484f-9d4e-4acb220de8c0","19.0533999","47.4727397"
"-JlgNbv6kIhU8so8xNLa","1427747535366","5.137956619262695","5.592256546020508","5.474940776824951","-0.3020024597644806","-1.1566108465194702","-1.2889699935913086","5afb7df1-1646-4ee7-be55-b45e8110a04e","",""
"-JlgWYqVhB9bQV-wiirn","1427749877833","6.3302693367004395","2.8095955848693848","1.1300631761550903","3.163036584854126","0.5850964784622192","-0.07696535438299179","38d53a4c-e37d-4408-b0fa-a05f958f0b1c","",""
"-JlgWnii_l7kOVxpK5dG","1427749942847","7.8529815673828125","9.621698379516602","-3.1435868740081787","-0.3549993932247162","0.16218651831150055","-0.3997404873371124","38d53a4c-e37d-4408-b0fa-a05f958f0b1c","",""
"-JlfwxE1LqcgYk93PvAN","1427740283974","","","","","","","e32436fb-6520-484f-9d4e-4acb220de8c0","19.0533155","47.4727135"
"-JlgMebcY50cRcvNNuOg","1427747284077","2.9047651290893555","7.954735279083252","3.7056257724761963","1.167529821395874","-0.7123956084251404","-0.25912559032440186","45f315f8-463c-487d-b1e3-304b4bb918b4","",""
"-JlgV3czIkVzV4urqmY1","1427749487834","10.023324966430664","10.421361923217773","0.6015431880950928","1.5180017948150635","0.08655273914337158","-0.3749730885028839","1a122210-4044-429a-be47-cf137b1e502b","",""
"-JlgNuxpWhoTpNOy9eJZ","1427747613365","5.137956619262695","5.592256546020508","5.474940776824951","-0.3020024597644806","-1.1566108465194702","-1.2889699935913086","5afb7df1-1646-4ee7-be55-b45e8110a04e","",""
"-JlgT-eJKi2qY9VdRGLK","1427748948132","3.178901195526123","7.805097579956055","2.7461493015289307","-0.005858954507857561","1.3659353256225586","-1.3925669193267822","5afb7df1-1646-4ee7-be55-b45e8110a04e","",""
"-JlgKKPNYIujFyVFbkaC","1427746672925","8.725667953491211","7.64109468460083","10.498574256896973","-1.1648666858673096","-0.8556736707687378","-1.6703346967697144","45f315f8-463c-487d-b1e3-304b4bb918b4","",""
"-JlgKu16hvVklaWq-B3n","1427746822924","8.725667953491211","7.64109468460083","10.498574256896973","-1.1648666858673096","-0.8556736707687378","-1.6703346967697144","45f315f8-463c-487d-b1e3-304b4bb918b4","",""
"-JlgGZaPyLJeEtjioLRC","1427745687016","2.6210522651672363","5.908291339874268","11.033679008483887","0.900414764881134","0.9707222580909729","-0.47990164160728455","5a200e6c-97ca-439e-8cb9-1644f88f597f","",""
"-JlgL7fcDmuMDEslQMSz","1427746882925","8.725667953491211","7.64109468460083","10.498574256896973","-1.1648666858673096","-0.8556736707687378","-1.6703346967697144","45f315f8-463c-487d-b1e3-304b4bb918b4","",""
"-JlgIachZGUgECyDscpU","1427746219640","10.678738594055176","3.7600936889648438","1.359906554222107","1.4048174619674683","-0.1786981076002121","0.5696501731872559","5a200e6c-97ca-439e-8cb9-1644f88f597f","",""
"-JlfzYUdCW6PckpPokj8","1427740964973","","","","","","","e32436fb-6520-484f-9d4e-4acb220de8c0","19.0533999","47.4727397"
"-JlgLabE9OIwOd3xyONY","1427747005525","2.9047651290893555","7.954735279083252","3.7056257724761963","1.167529821395874","-0.7123956084251404","-0.25912559032440186","45f315f8-463c-487d-b1e3-304b4bb918b4","",""
"-JlfxQ0G-x6QahsBjnUK","1427740405973","","","","","","","e32436fb-6520-484f-9d4e-4acb220de8c0","19.0533722","47.4727068"
"-JlfyV69uYzli24JJ03C","1427740688974","","","","","","","e32436fb-6520-484f-9d4e-4acb220de8c0","19.0533999","47.4727397"
"-JlgKF1cnVVC3TWsnB1f","1427746650925","8.725667953491211","7.64109468460083","10.498574256896973","-1.1648666858673096","-0.8556736707687378","-1.6703346967697144","45f315f8-463c-487d-b1e3-304b4bb918b4","",""
"-JlgHAPmd0pwxcyWB2RR","1427745846016","6.209362030029297","2.6629507541656494","4.462193489074707","0.3893541693687439","-1.5390408039093018","-2.7340011596679688","5a200e6c-97ca-439e-8cb9-1644f88f597f","",""
"-JlfyItvj7mz2ydRAo8w","1427740638975","","","","","","","e32436fb-6520-484f-9d4e-4acb220de8c0","19.0533999","47.4727397"
"-JlgNDezaOZGFuc6EQ5J","1427747431890","7.395689010620117","6.766612529754639","-0.9187749028205872","0.007989482954144478","0.06151902303099632","-0.03382214531302452","5afb7df1-1646-4ee7-be55-b45e8110a04e","",""
"-Jlfzms1Ps7Cu6J1Kbsc","1427741027974","","","","","","","e32436fb-6520-484f-9d4e-4acb220de8c0","19.0533999","47.4727397"
"-JlfxzOPUHjgrObaahuB","1427740554974","","","","","","","e32436fb-6520-484f-9d4e-4acb220de8c0","19.0533999","47.4727397"
"-JlgKMMOK37liyC_teM6","1427746680926","8.725667953491211","7.64109468460083","10.498574256896973","-1.1648666858673096","-0.8556736707687378","-1.6703346967697144","45f315f8-463c-487d-b1e3-304b4bb918b4","",""
"-Jlfy3GupPMpfJW-iS2i","1427740574974","","","","","","","e32436fb-6520-484f-9d4e-4acb220de8c0","19.0533999","47.4727397"
"-JlgNQhwdcSmq4yyDlEz","1427747485366","5.137956619262695","5.592256546020508","5.474940776824951","-0.3020024597644806","-1.1566108465194702","-1.2889699935913086","5afb7df1-1646-4ee7-be55-b45e8110a04e","",""
"-JlgNobbzmb32YvHyK2C","1427747587366","5.137956619262695","5.592256546020508","5.474940776824951","-0.3020024597644806","-1.1566108465194702","-1.2889699935913086","5afb7df1-1646-4ee7-be55-b45e8110a04e","",""
"-JlgOOyEv6R6CzLePumU","1427747740366","5.137956619262695","5.592256546020508","5.474940776824951","-0.3020024597644806","-1.1566108465194702","-1.2889699935913086","5afb7df1-1646-4ee7-be55-b45e8110a04e","",""
"-JlfyVq1LEYvfvu6WKLs","1427740691974","","","","","","","e32436fb-6520-484f-9d4e-4acb220de8c0","19.0533999","47.4727397"
"-JlgHcMRC6CCPGjveDZT","1427745964583","7.238868713378906","6.088454723358154","-1.2641384601593018","0.07483483105897903","-0.05566006898880005","0.008522115647792816","5a200e6c-97ca-439e-8cb9-1644f88f597f","",""
"-JlgWgtB4YmuFN6KlhjI","1427749914865","4.087501049041748","3.599682331085205","0.18136078119277954","-0.30466562509536743","0.6937534809112549","-0.1781654804944992","38d53a4c-e37d-4408-b0fa-a05f958f0b1c","",""
"-JlgKtXssykuZUnzJLn3","1427746820925","8.725667953491211","7.64109468460083","10.498574256896973","-1.1648666858673096","-0.8556736707687378","-1.6703346967697144","45f315f8-463c-487d-b1e3-304b4bb918b4","",""
"-JlgHGl-UCrLoUNxSzEy","1427745872014","6.209362030029297","2.6629507541656494","4.462193489074707","0.3893541693687439","-1.5390408039093018","-2.7340011596679688","5a200e6c-97ca-439e-8cb9-1644f88f597f","",""
"-JlgSyD23g8o47QOxL21","1427748938132","3.178901195526123","7.805097579956055","2.7461493015289307","-0.005858954507857561","1.3659353256225586","-1.3925669193267822","5afb7df1-1646-4ee7-be55-b45e8110a04e","",""
"-JlgM23NFksN351kHcdZ","1427747122077","2.9047651290893555","7.954735279083252","3.7056257724761963","1.167529821395874","-0.7123956084251404","-0.25912559032440186","45f315f8-463c-487d-b1e3-304b4bb918b4","",""
"-JlgVm2F7S8ASdeIz0iK","1427749673835","10.220248222351074","3.02986216545105","-4.7836151123046875","1.3121395111083984","-0.018908444792032242","-1.679922103881836","1a122210-4044-429a-be47-cf137b1e502b","",""
"-JlgWXNleNOY7oTU-dFm","1427749871834","6.3302693367004395","2.8095955848693848","1.1300631761550903","3.163036584854126","0.5850964784622192","-0.07696535438299179","38d53a4c-e37d-4408-b0fa-a05f958f0b1c","",""
"-JlfzzZYPjINlR7xx8xK","1427741079975","","","","","","","e32436fb-6520-484f-9d4e-4acb220de8c0","19.0533999","47.4727397"
"-JlfxLNPt7PxR_YNKE0L","1427740386974","","","","","","","e32436fb-6520-484f-9d4e-4acb220de8c0","19.0533722","47.4727068"
"-JlgJcD807vEPSLK7gwm","1427746487822","5.654505729675293","1.722628116607666","5.669469833374023","-1.4615428447723389","0.23036344349384308","0.29827404022216797","45f315f8-463c-487d-b1e3-304b4bb918b4","",""
"-JlfySuVZ61a9Y8s9SmB","1427740679972","","","","","","","e32436fb-6520-484f-9d4e-4acb220de8c0","19.0533999","47.4727397"
"-JlfwrbdO0htJBXsCIJV","1427740260973","","","","","","","e32436fb-6520-484f-9d4e-4acb220de8c0","19.0534413","47.4726424"
"-JlfxAcviHFmVng5AjwH","1427740342975","","","","","","","e32436fb-6520-484f-9d4e-4acb220de8c0","19.0533155","47.4727135"
"-JlgVIX5tFkoDoadkkgh","1427749548834","10.023324966430664","10.421361923217773","0.6015431880950928","1.5180017948150635","0.08655273914337158","-0.3749730885028839","1a122210-4044-429a-be47-cf137b1e502b","",""
"-JlfzlPFizQF9z-xx9UN","1427741021972","","","","","","","e32436fb-6520-484f-9d4e-4acb220de8c0","19.0533999","47.4727397"
"-Jlg-59OjucOMzMJbnQh","1427741106973","","","","","","","e32436fb-6520-484f-9d4e-4acb220de8c0","19.0533999","47.4727397"
"-JlgLnmzmy9korGLWa_N","1427747059525","2.9047651290893555","7.954735279083252","3.7056257724761963","1.167529821395874","-0.7123956084251404","-0.25912559032440186","45f315f8-463c-487d-b1e3-304b4bb918b4","",""
"-JlfzN0HtgZagTc2wks3","1427740917974","","","","","","","e32436fb-6520-484f-9d4e-4acb220de8c0","19.0533999","47.4727397"
"-JlgMPVN0VZG-7CvZXpu","1427747218077","2.9047651290893555","7.954735279083252","3.7056257724761963","1.167529821395874","-0.7123956084251404","-0.25912559032440186","45f315f8-463c-487d-b1e3-304b4bb918b4","",""
"-Jlfy9rmTMnaRNMY2fBG","1427740601974","","","","","","","e32436fb-6520-484f-9d4e-4acb220de8c0","19.0533999","47.4727397"
"-JlgHmx1nXYgN-ZCzzME","1427746007949","8.721478462219238","5.568314552307129","-1.3084312677383423","-0.02556634694337845","0.14780543744564056","-0.09906959533691406","5a200e6c-97ca-439e-8cb9-1644f88f597f","",""
"-JlfyyruZqQVTbw8oZ_G","1427740814974","","","","","","","e32436fb-6520-484f-9d4e-4acb220de8c0","19.0533999","47.4727397"
"-JlgJfsW0g6SOOXKQkql","1427746502822","5.654505729675293","1.722628116607666","5.669469833374023","-1.4615428447723389","0.23036344349384308","0.29827404022216797","45f315f8-463c-487d-b1e3-304b4bb918b4","",""
"-JlgV_LvpltTZwHpJb4h","1427749621841","9.378087997436523","5.761646270751953","2.472611904144287","-0.02822950854897499","-0.4343615770339966","-0.8255799412727356","1a122210-4044-429a-be47-cf137b1e502b","",""
"-Jlfy8P-bsayAOQwppLR","1427740595972","","","","","","","e32436fb-6520-484f-9d4e-4acb220de8c0","19.0533999","47.4727397"
"-JlgL-7kPb88Q8XeD0Bn","1427746847925","8.725667953491211","7.64109468460083","10.498574256896973","-1.1648666858673096","-0.8556736707687378","-1.6703346967697144","45f315f8-463c-487d-b1e3-304b4bb918b4","",""
"-JlgI92iAVOP8r3ZKXDs","1427746102582","7.635707855224609","5.018845081329346","0.0999579206109047","-0.31744879484176636","0.06418218463659286","-0.2516687214374542","5a200e6c-97ca-439e-8cb9-1644f88f597f","",""
"-JlgMC4-aPXUATHIwT2g","1427747163077","2.9047651290893555","7.954735279083252","3.7056257724761963","1.167529821395874","-0.7123956084251404","-0.25912559032440186","45f315f8-463c-487d-b1e3-304b4bb918b4","",""
"-Jlg-A1to_EllwZ57Mxy","1427741126973","","","","","","","e32436fb-6520-484f-9d4e-4acb220de8c0","19.0533999","47.4727397"
"-Jlfz8r22hZ4jyHdBAB7","1427740859975","","","","","","","e32436fb-6520-484f-9d4e-4acb220de8c0","19.0533999","47.4727397"
"-JlgLpzb63kHsS2_ZKw1","1427747068525","2.9047651290893555","7.954735279083252","3.7056257724761963","1.167529821395874","-0.7123956084251404","-0.25912559032440186","45f315f8-463c-487d-b1e3-304b4bb918b4","",""
"-JlgJfORWVCsVxJCwsSH","1427746500833","5.654505729675293","1.722628116607666","5.669469833374023","-1.4615428447723389","0.23036344349384308","0.29827404022216797","45f315f8-463c-487d-b1e3-304b4bb918b4","",""
"-JlgVMvM2d4ak8iVIl6l","1427749566835","10.023324966430664","10.421361923217773","0.6015431880950928","1.5180017948150635","0.08655273914337158","-0.3749730885028839","1a122210-4044-429a-be47-cf137b1e502b","",""
"-JlgVPbKNaM5MQLr-Obl","1427749577837","4.183867454528809","5.017049789428711","-0.6033388376235962","-0.0974716991186142","0.06791061162948608","0.10359697043895721","1a122210-4044-429a-be47-cf137b1e502b","",""
"-JlfxkVG_mN6zoNRXeVg","1427740493973","","","","","","","e32436fb-6520-484f-9d4e-4acb220de8c0","19.0533999","47.4727397"
"-JlgVOcixw8r7GkMCWB_","1427749573834","10.023324966430664","10.421361923217773","0.6015431880950928","1.5180017948150635","0.08655273914337158","-0.3749730885028839","1a122210-4044-429a-be47-cf137b1e502b","",""
"-JlgLl66QV4ZbZLOKCeJ","1427747048524","2.9047651290893555","7.954735279083252","3.7056257724761963","1.167529821395874","-0.7123956084251404","-0.25912559032440186","45f315f8-463c-487d-b1e3-304b4bb918b4","",""
"-JlgWQnOf_tvg9BwOj-i","1427749844865","2.671330451965332","-0.9020155072212219","3.9252936840057373","2.964897394180298","0.06578008085489273","-0.14301174879074097","38d53a4c-e37d-4408-b0fa-a05f958f0b1c","",""
"-JlgVSISJ5sAPMg4K7d0","1427749588854","11.4263277053833","5.831676959991455","-1.5017629861831665","0.5571333169937134","-0.35286885499954224","-0.22530342638492584","1a122210-4044-429a-be47-cf137b1e502b","",""
"-JlgI9mdrD8QPiCIN83u","1427746105587","9.421782493591309","4.513668537139893","-1.688510775566101","0.11717908829450607","-0.17283916473388672","0.003728425595909357","5a200e6c-97ca-439e-8cb9-1644f88f597f","",""
"-JlgGzwUsLNVXPcK8hUC","1427745799021","6.209362030029297","2.6629507541656494","4.462193489074707","0.3893541693687439","-1.5390408039093018","-2.7340011596679688","5a200e6c-97ca-439e-8cb9-1644f88f597f","",""
"-JlgTLNwEWNN4Evj8-E-","1427749037132","3.178901195526123","7.805097579956055","2.7461493015289307","-0.005858954507857561","1.3659353256225586","-1.3925669193267822","5afb7df1-1646-4ee7-be55-b45e8110a04e","",""
"-JlgXKPP67Ta6OkSXNmZ","1427750080835","16.744447708129883","0.1322796493768692","-2.0614075660705566","-1.1334413290023804","-0.1786981076002121","-1.515338659286499","38d53a4c-e37d-4408-b0fa-a05f958f0b1c","",""
"-JlgI5GbR17SXKyFX6w7","1427746087088","10.129867553710938","4.881178855895996","-0.37648820877075195","0.20133498311042786","0.035952676087617874","0.22770027816295624","5a200e6c-97ca-439e-8cb9-1644f88f597f","",""
"-JlgVtbpRg7DN-Zj_jK6","1427749704844","12.919112205505371","7.393294811248779","0.5039794445037842","-0.049002163112163544","-0.45406898856163025","-0.1408812254667282","1a122210-4044-429a-be47-cf137b1e502b","",""
"-JlgVZNFo-jYZtckRhaw","1427749617835","9.378087997436523","5.761646270751953","2.472611904144287","-0.02822950854897499","-0.4343615770339966","-0.8255799412727356","1a122210-4044-429a-be47-cf137b1e502b","",""
"-JlgGdiXeOMm-AZm8GPq","1427745708016","2.6210522651672363","5.908291339874268","11.033679008483887","0.900414764881134","0.9707222580909729","-0.47990164160728455","5a200e6c-97ca-439e-8cb9-1644f88f597f","",""
"-JlgVHnD3jr2T1CIG9lc","1427749545834","10.023324966430664","10.421361923217773","0.6015431880950928","1.5180017948150635","0.08655273914337158","-0.3749730885028839","1a122210-4044-429a-be47-cf137b1e502b","",""
"-Jlfy0peOD-n-BXIXi2U","1427740564974","","","","","","","e32436fb-6520-484f-9d4e-4acb220de8c0","19.0533999","47.4727397"
"-Jlfx8fvzbjCvMlzPT63","1427740334975","","","","","","","e32436fb-6520-484f-9d4e-4acb220de8c0","19.0533155","47.4727135"
"-JlgKetNJ85qDqhjxxRU","1427746760925","8.725667953491211","7.64109468460083","10.498574256896973","-1.1648666858673096","-0.8556736707687378","-1.6703346967697144","45f315f8-463c-487d-b1e3-304b4bb918b4","",""
"-JlgKMb-rOb3f0jwebt6","1427746681925","8.725667953491211","7.64109468460083","10.498574256896973","-1.1648666858673096","-0.8556736707687378","-1.6703346967697144","45f315f8-463c-487d-b1e3-304b4bb918b4","",""
"-JlgT0coVGM0cQf_AOyD","1427748952132","3.178901195526123","7.805097579956055","2.7461493015289307","-0.005858954507857561","1.3659353256225586","-1.3925669193267822","5afb7df1-1646-4ee7-be55-b45e8110a04e","",""
"-JlgHb8Gmc3-VSg_MgPV","1427745959575","8.333617210388184","6.341042995452881","-2.4013843536376953","0.07110640406608582","-0.17443706095218658","0.07297061383724213","5a200e6c-97ca-439e-8cb9-1644f88f597f","",""
"-JlgNPUjzVvE6Js1gRmN","1427747480366","5.137956619262695","5.592256546020508","5.474940776824951","-0.3020024597644806","-1.1566108465194702","-1.2889699935913086","5afb7df1-1646-4ee7-be55-b45e8110a04e","",""
"-JlgTbTgZ72DmLsBmDrR","1427749107132","3.178901195526123","7.805097579956055","2.7461493015289307","-0.005858954507857561","1.3659353256225586","-1.3925669193267822","5afb7df1-1646-4ee7-be55-b45e8110a04e","",""
"-JlgHTaCVWMKWvlurGHF","1427745924571","6.0872578620910645","6.162076473236084","3.2411506175994873","0.1203748807311058","0.6032059788703918","0.30466562509536743","5a200e6c-97ca-439e-8cb9-1644f88f597f","",""
"-Jlg-1V2vO7FKFRJBvDp","1427741091975","","","","","","","e32436fb-6520-484f-9d4e-4acb220de8c0","19.0533999","47.4727397"
"-JlgM6D-po4Hp2rt9wAt","1427747139077","2.9047651290893555","7.954735279083252","3.7056257724761963","1.167529821395874","-0.7123956084251404","-0.25912559032440186","45f315f8-463c-487d-b1e3-304b4bb918b4","",""
"-JlgGxFXRV9JXDzkbRj_","1427745788016","6.209362030029297","2.6629507541656494","4.462193489074707","0.3893541693687439","-1.5390408039093018","-2.7340011596679688","5a200e6c-97ca-439e-8cb9-1644f88f597f","",""
"-JlgVATV7OFEiblWMRQB","1427749515835","10.023324966430664","10.421361923217773","0.6015431880950928","1.5180017948150635","0.08655273914337158","-0.3749730885028839","1a122210-4044-429a-be47-cf137b1e502b","",""
"-JlgVlnc47Hl0LNg2HS5","1427749672835","10.220248222351074","3.02986216545105","-4.7836151123046875","1.3121395111083984","-0.018908444792032242","-1.679922103881836","1a122210-4044-429a-be47-cf137b1e502b","",""
"-JlgHulx_xW0iU15FI20","1427746040006","8.823830604553223","4.693233966827393","-0.7547720670700073","-0.019707392901182175","0.025832662358880043","-0.06924218684434891","5a200e6c-97ca-439e-8cb9-1644f88f597f","",""
"-JlgHT5yho98vRGMSWrZ","1427745922572","6.0872578620910645","6.162076473236084","3.2411506175994873","0.1203748807311058","0.6032059788703918","0.30466562509536743","5a200e6c-97ca-439e-8cb9-1644f88f597f","",""
"-JlfziiOUc-gXZB5GPKr","1427741010973","","","","","","","e32436fb-6520-484f-9d4e-4acb220de8c0","19.0533999","47.4727397"
"-JlgOHdUNf7nbZ2QcHnM","1427747710366","5.137956619262695","5.592256546020508","5.474940776824951","-0.3020024597644806","-1.1566108465194702","-1.2889699935913086","5afb7df1-1646-4ee7-be55-b45e8110a04e","",""
"-JlgV1BoIEm2O5st_HdQ","1427749477840","10.023324966430664","10.421361923217773","0.6015431880950928","1.5180017948150635","0.08655273914337158","-0.3749730885028839","1a122210-4044-429a-be47-cf137b1e502b","",""
"-JlgNce7gGB4Dt7otTa5","1427747538376","5.137956619262695","5.592256546020508","5.474940776824951","-0.3020024597644806","-1.1566108465194702","-1.2889699935913086","5afb7df1-1646-4ee7-be55-b45e8110a04e","",""
"-JlgSmV1P0hKhgaA9Em2","1427748890130","3.178901195526123","7.805097579956055","2.7461493015289307","-0.005858954507857561","1.3659353256225586","-1.3925669193267822","5afb7df1-1646-4ee7-be55-b45e8110a04e","",""
"-JlfxVO1Y3PLzTJ7-1op","1427740427974","","","","","","","e32436fb-6520-484f-9d4e-4acb220de8c0","19.0533722","47.4727068"
"-JlgMOWs04QKjLe_ZpAG","1427747214077","2.9047651290893555","7.954735279083252","3.7056257724761963","1.167529821395874","-0.7123956084251404","-0.25912559032440186","45f315f8-463c-487d-b1e3-304b4bb918b4","",""
"-JlgUrSMbpOOYTNCxD1b","1427749433840","10.023324966430664","10.421361923217773","0.6015431880950928","1.5180017948150635","0.08655273914337158","-0.3749730885028839","1a122210-4044-429a-be47-cf137b1e502b","",""
"-Jlfyr2tvyrcF0nYn8mt","1427740782973","","","","","","","e32436fb-6520-484f-9d4e-4acb220de8c0","19.0533999","47.4727397"
"-JlgV64FRjGF94_gnrIe","1427749497835","10.023324966430664","10.421361923217773","0.6015431880950928","1.5180017948150635","0.08655273914337158","-0.3749730885028839","1a122210-4044-429a-be47-cf137b1e502b","",""
"-Jlb5igYB3i5cA4E5ZS8","1427658958788","5.440224647521973","8.18757152557373","-0.02513911761343479","0.07084008306264877","-0.016777915880084038","0.0034621094819158316","2f6849d2-282e-4508-8122-b29d5effdbb1","19.0532726","47.472709"
"-JlgL0aUx1TNWHiAmAmh","1427746853924","8.725667953491211","7.64109468460083","10.498574256896973","-1.1648666858673096","-0.8556736707687378","-1.6703346967697144","45f315f8-463c-487d-b1e3-304b4bb918b4","",""
"-JlgMhIV6tIxlfupl0I_","1427747295077","2.9047651290893555","7.954735279083252","3.7056257724761963","1.167529821395874","-0.7123956084251404","-0.25912559032440186","45f315f8-463c-487d-b1e3-304b4bb918b4","",""
"-JlgTgaoRwmebW91uKx8","1427749128132","3.178901195526123","7.805097579956055","2.7461493015289307","-0.005858954507857561","1.3659353256225586","-1.3925669193267822","5afb7df1-1646-4ee7-be55-b45e8110a04e","",""
"-JlgW9CvyqeeLAuptL5Z","1427749772835","3.3931822776794434","12.871827125549316","4.476558685302734","-0.3888215124607086","-1.090564489364624","-0.5648564696311951","38d53a4c-e37d-4408-b0fa-a05f958f0b1c","",""
"-JlgIbLThy6mIFo6fX3h","1427746222571","11.488576889038086","3.794809579849243","-2.896385431289673","0.6860303282737732","0.41358891129493713","0.3139866888523102","5a200e6c-97ca-439e-8cb9-1644f88f597f","",""
"-JlgJU49Ox52SJGSqEI6","1427746450377","8.877699851989746","1.5263035297393799","4.440645694732666","0.016511598601937294","0.07696535438299179","-0.007456851191818714","45f315f8-463c-487d-b1e3-304b4bb918b4","",""
"-JlgJhpWpJ-e6rxEaTS_","1427746510822","5.654505729675293","1.722628116607666","5.669469833374023","-1.4615428447723389","0.23036344349384308","0.29827404022216797","45f315f8-463c-487d-b1e3-304b4bb918b4","",""
"-JlgX35_oqHJ9zP5VcJu","1427750009931","7.741052627563477","4.14915132522583","0.730231523513794","0.596015453338623","0.677241861820221","0.34754252433776855","38d53a4c-e37d-4408-b0fa-a05f958f0b1c","",""
"-JlgIa8Q4ulPtF7nbvEG","1427746217636","5.378573894500732","2.8185739517211914","0.41958385705947876","0.8998821377754211","0.4849616289138794","0.24021713435649872","5a200e6c-97ca-439e-8cb9-1644f88f597f","",""
"-JlfxE2eJVGblNQ25nHo","1427740356974","","","","","","","e32436fb-6520-484f-9d4e-4acb220de8c0","19.0533155","47.4727135"
