"|","time","accelerations__z","accelerations__y","accelerations__x","rotation__gamma","rotation__alpha","rotation__beta","uuid","location__longitude","location__latitude"
"-JlfyjEuKvMw_-MfLgDy","1427740750974","","","","","","","e32436fb-6520-484f-9d4e-4acb220de8c0","19.0533999","47.4727397"
"-JlgWt5mQIReZJcmO5EJ","1427749964886","3.403956174850464","3.8325183391571045","0.018555063754320145","0.6692523956298828","0.4647216200828552","0.37657099962234497","38d53a4c-e37d-4408-b0fa-a05f958f0b1c","",""
"-JlfxTfdr-0HyDxZj2Vr","1427740420973","","","","","","","e32436fb-6520-484f-9d4e-4acb220de8c0","19.0533722","47.4727068"
"-JlfytjlxYjldl-EJQeW","1427740793973","","","","","","","e32436fb-6520-484f-9d4e-4acb220de8c0","19.0533999","47.4727397"
"-JlgINCiKC0F_SeoP1WV","1427746160571","7.429207801818848","6.864774703979492","-1.4233529567718506","-0.01757686398923397","0.011451592668890953","0.23568975925445557","5a200e6c-97ca-439e-8cb9-1644f88f597f","",""
"-Jlg--Y1JWctM4dtA1hC","1427741083974","","","","","","","e32436fb-6520-484f-9d4e-4acb220de8c0","19.0533999","47.4727397"
"-JlfzUpFZvaT0CtSmhRG","1427740949972","","","","","","","e32436fb-6520-484f-9d4e-4acb220de8c0","19.0533999","47.4727397"
"-JlgMRSNelduiSucnxsA","1427747226077","2.9047651290893555","7.954735279083252","3.7056257724761963","1.167529821395874","-0.7123956084251404","-0.25912559032440186","45f315f8-463c-487d-b1e3-304b4bb918b4","",""
"-Jlb4sFCoDFuruS7Bbrg","1427658734596","","","","","","","ca4eb611-011a-4aaa-b60b-d25287b8b0b8","19.0532991","47.4726784"
"-JlfyXn0gWz2dn6O0uyg","1427740699973","","","","","","","e32436fb-6520-484f-9d4e-4acb220de8c0","19.0533999","47.4727397"
"-JlgMT9jRX0Zk7Cdbzq5","1427747233076","2.9047651290893555","7.954735279083252","3.7056257724761963","1.167529821395874","-0.7123956084251404","-0.25912559032440186","45f315f8-463c-487d-b1e3-304b4bb918b4","",""
"-JlgN_EEoVX0_rFzsjmf","1427747524366","5.137956619262695","5.592256546020508","5.474940776824951","-0.3020024597644806","-1.1566108465194702","-1.2889699935913086","5afb7df1-1646-4ee7-be55-b45e8110a04e","",""
"-JlgUt9cQgw0zof6vRK1","1427749440835","10.023324966430664","10.421361923217773","0.6015431880950928","1.5180017948150635","0.08655273914337158","-0.3749730885028839","1a122210-4044-429a-be47-cf137b1e502b","",""
"-JlfxDo0b2kDq5zPWcyk","1427740355973","","","","","","","e32436fb-6520-484f-9d4e-4acb220de8c0","19.0533155","47.4727135"
"-JlgHXjqCo7xlVBG80fA","1427745941572","6.0872578620910645","6.162076473236084","3.2411506175994873","0.1203748807311058","0.6032059788703918","0.30466562509536743","5a200e6c-97ca-439e-8cb9-1644f88f597f","",""
"-JlgMVqcQ6Q-F-lRnNAc","1427747244077","2.9047651290893555","7.954735279083252","3.7056257724761963","1.167529821395874","-0.7123956084251404","-0.25912559032440186","45f315f8-463c-487d-b1e3-304b4bb918b4","",""
"-JlgTQ0nk63S0izzHvW0","1427749056131","3.178901195526123","7.805097579956055","2.7461493015289307","-0.005858954507857561","1.3659353256225586","-1.3925669193267822","5afb7df1-1646-4ee7-be55-b45e8110a04e","",""
"-Jlfy97uhDmPakoepkf7","1427740598974","","","","","","","e32436fb-6520-484f-9d4e-4acb220de8c0","19.0533999","47.4727397"
"-JlfxeP9B1AtsV3lIy7m","1427740469006","","","","","","","e32436fb-6520-484f-9d4e-4acb220de8c0","19.0533999","47.4727397"
"-JlgHdL4HEq4S-RUa7Lr","1427745968589","8.202534675598145","5.745485305786133","-1.9937714338302612","-0.06285060197114944","-0.12650015950202942","-0.02876213937997818","5a200e6c-97ca-439e-8cb9-1644f88f597f","",""
"-JlgVLSawnTCwoYXUtDf","1427749560833","10.023324966430664","10.421361923217773","0.6015431880950928","1.5180017948150635","0.08655273914337158","-0.3749730885028839","1a122210-4044-429a-be47-cf137b1e502b","",""
"-JlgLQFEcNtcbpe0SGo2","1427746958994","7.031171798706055","5.968146324157715","-1.2713210582733154","-0.37710362672805786","0.47271111607551575","0.23435817658901215","45f315f8-463c-487d-b1e3-304b4bb918b4","",""
"-JlfzbdJPF8Xrcp8GJAn","1427740981975","","","","","","","e32436fb-6520-484f-9d4e-4acb220de8c0","19.0533999","47.4727397"
"-JlgGiqeHHEP4jVpBYTq","1427745729016","2.6210522651672363","5.908291339874268","11.033679008483887","0.900414764881134","0.9707222580909729","-0.47990164160728455","5a200e6c-97ca-439e-8cb9-1644f88f597f","",""
"-Jlg-FPg3XRt07FBmRVh","1427741148976","","","","","","","e32436fb-6520-484f-9d4e-4acb220de8c0","19.053436800000004","47.472628099999994"
"-JlfwxiGX18yfBbEc6XN","1427740285973","","","","","","","e32436fb-6520-484f-9d4e-4acb220de8c0","19.0533155","47.4727135"
"-JlgLjOjPBhoLX8a3qkj","1427747041525","2.9047651290893555","7.954735279083252","3.7056257724761963","1.167529821395874","-0.7123956084251404","-0.25912559032440186","45f315f8-463c-487d-b1e3-304b4bb918b4","",""
"-JlgNuiEXJVO9ww4QJuK","1427747612366","5.137956619262695","5.592256546020508","5.474940776824951","-0.3020024597644806","-1.1566108465194702","-1.2889699935913086","5afb7df1-1646-4ee7-be55-b45e8110a04e","",""
"-JlgWR2-S73Qo_SP-2Ps","1427749845865","3.9432501792907715","1.643619418144226","1.2563573122024536","2.021872043609619","0.5014732480049133","-1.1968246698379517","38d53a4c-e37d-4408-b0fa-a05f958f0b1c","",""
"-JlgWXs1XIGTl7T_SZtU","1427749873835","6.3302693367004395","2.8095955848693848","1.1300631761550903","3.163036584854126","0.5850964784622192","-0.07696535438299179","38d53a4c-e37d-4408-b0fa-a05f958f0b1c","",""
"-JlgHODTvG_vV3HuEiNm","1427745902572","6.0872578620910645","6.162076473236084","3.2411506175994873","0.1203748807311058","0.6032059788703918","0.30466562509536743","5a200e6c-97ca-439e-8cb9-1644f88f597f","",""
"-JlgTlyYfvx-sWwV1DuI","1427749150132","3.178901195526123","7.805097579956055","2.7461493015289307","-0.005858954507857561","1.3659353256225586","-1.3925669193267822","5afb7df1-1646-4ee7-be55-b45e8110a04e","",""
"-JlgUnI3bbBidNrNbHKY","1427749416794","8.972869873046875","5.435436248779297","0.33039984107017517","0.30786141753196716","-0.1371528059244156","0.5701828002929688","1a122210-4044-429a-be47-cf137b1e502b","",""
"-JlfxnfQWTaSbvtBLy58","1427740506975","","","","","","","e32436fb-6520-484f-9d4e-4acb220de8c0","19.0533999","47.4727397"
"-JlgOM1jsmKce8mNKCCY","1427747728366","5.137956619262695","5.592256546020508","5.474940776824951","-0.3020024597644806","-1.1566108465194702","-1.2889699935913086","5afb7df1-1646-4ee7-be55-b45e8110a04e","",""
"-Jlfyf5HQFHM-Sk9WQ9C","1427740733973","","","","","","","e32436fb-6520-484f-9d4e-4acb220de8c0","19.0533999","47.4727397"
"-JlgWmVBbclj-ROEhr8_","1427749937842","11.905766487121582","6.203975200653076","-1.3221979141235352","-0.22237396240234375","-0.6484797596931458","-0.2649845480918884","38d53a4c-e37d-4408-b0fa-a05f958f0b1c","",""
"-Jlfx4lvnb2fy0yl5ivH","1427740318975","","","","","","","e32436fb-6520-484f-9d4e-4acb220de8c0","19.0533155","47.4727135"
"-JlfyHvPG2H6e2tadKCy","1427740634974","","","","","","","e32436fb-6520-484f-9d4e-4acb220de8c0","19.0533999","47.4727397"
"-JlgV-EkDpULh6UzvTSz","1427749469835","10.023324966430664","10.421361923217773","0.6015431880950928","1.5180017948150635","0.08655273914337158","-0.3749730885028839","1a122210-4044-429a-be47-cf137b1e502b","",""
"-JlgXASM7A2aIDP97hXk","1427750040059","16.744447708129883","0.1322796493768692","-2.0614075660705566","-1.1334413290023804","-0.1786981076002121","-1.515338659286499","38d53a4c-e37d-4408-b0fa-a05f958f0b1c","",""
"-JlgHU4T8DI2RipCnwYb","1427745926572","6.0872578620910645","6.162076473236084","3.2411506175994873","0.1203748807311058","0.6032059788703918","0.30466562509536743","5a200e6c-97ca-439e-8cb9-1644f88f597f","",""
"-JlgXHy90g2uZDHIltuQ","1427750070835","16.744447708129883","0.1322796493768692","-2.0614075660705566","-1.1334413290023804","-0.1786981076002121","-1.515338659286499","38d53a4c-e37d-4408-b0fa-a05f958f0b1c","",""
"-Jlfxwx8hqNaKFLD2tIb","1427740544973","","","","","","","e32436fb-6520-484f-9d4e-4acb220de8c0","19.0533999","47.4727397"
"-JlgTou380o1B6rQ785t","1427749162132","3.178901195526123","7.805097579956055","2.7461493015289307","-0.005858954507857561","1.3659353256225586","-1.3925669193267822","5afb7df1-1646-4ee7-be55-b45e8110a04e","",""
"-JlgXO87AWsvXQYF5PyE","1427750096113","7.450755596160889","6.251859188079834","-2.515108823776245","0.03009372018277645","0.043409526348114014","-0.04021373391151428","38d53a4c-e37d-4408-b0fa-a05f958f0b1c","",""
"-JlgGan1OTw9Het3QCia","1427745696016","2.6210522651672363","5.908291339874268","11.033679008483887","0.900414764881134","0.9707222580909729","-0.47990164160728455","5a200e6c-97ca-439e-8cb9-1644f88f597f","",""
"-JlgWs7XhcALyqiKd5bm","1427749960884","4.934449672698975","3.178901195526123","0.38067805767059326","0.7957525253295898","0.6053365468978882","0.2508697807788849","38d53a4c-e37d-4408-b0fa-a05f958f0b1c","",""
"-Jlfx3YmsNEWaMi6Z68J","1427740313974","","","","","","","e32436fb-6520-484f-9d4e-4acb220de8c0","19.0533155","47.4727135"
"-Jlfx6yWCc7bPQCLtFnk","1427740327973","","","","","","","e32436fb-6520-484f-9d4e-4acb220de8c0","19.0533155","47.4727135"
"-JlgW37sURam_kbh9loY","1427749747919","11.448473930358887","5.2235493659973145","2.475006103515625","-0.30786141753196716","-0.26445189118385315","-0.21012341976165771","1a122210-4044-429a-be47-cf137b1e502b","",""
"-JlfyNmOqUoVQHyNwMfj","1427740658973","","","","","","","e32436fb-6520-484f-9d4e-4acb220de8c0","19.0533999","47.4727397"
"-Jlg-8olqUe10xvMtGho","1427741121973","","","","","","","e32436fb-6520-484f-9d4e-4acb220de8c0","19.0533999","47.4727397"
"-JlfznavIrT6Rq3LxQxM","1427741030975","","","","","","","e32436fb-6520-484f-9d4e-4acb220de8c0","19.0533999","47.4727397"
"-JlgXAwXMqDlJZha1Oiq","1427750042060","16.744447708129883","0.1322796493768692","-2.0614075660705566","-1.1334413290023804","-0.1786981076002121","-1.515338659286499","38d53a4c-e37d-4408-b0fa-a05f958f0b1c","",""
"-JlgUsfNnNQFDBId-imw","1427749438835","10.023324966430664","10.421361923217773","0.6015431880950928","1.5180017948150635","0.08655273914337158","-0.3749730885028839","1a122210-4044-429a-be47-cf137b1e502b","",""
"-Jlb5k9rD_OaPPuFnc5M","1427658964821","8.579023361206055","0.050876785069704056","5.153519153594971","-0.000798948341980577","0.0023968450259417295","0.01571265049278736","2f6849d2-282e-4508-8122-b29d5effdbb1","19.0532778","47.4727087"
"-JlgWeC1AkgDXmXRbzJE","1427749903844","3.447052001953125","4.8919525146484375","1.647210717201233","-0.1715075820684433","0.4375573694705963","-0.013582121580839157","38d53a4c-e37d-4408-b0fa-a05f958f0b1c","",""
"-Jlfy_y8TX8ouviyq53g","1427740712973","","","","","","","e32436fb-6520-484f-9d4e-4acb220de8c0","19.0533999","47.4727397"
"-JlgMV6kBTT73FV9di7C","1427747241077","2.9047651290893555","7.954735279083252","3.7056257724761963","1.167529821395874","-0.7123956084251404","-0.25912559032440186","45f315f8-463c-487d-b1e3-304b4bb918b4","",""
"-JlgM5U7vDKb7_I-oIop","1427747136077","2.9047651290893555","7.954735279083252","3.7056257724761963","1.167529821395874","-0.7123956084251404","-0.25912559032440186","45f315f8-463c-487d-b1e3-304b4bb918b4","",""
"-JlgM6hFVZu-KagNbEKd","1427747141077","2.9047651290893555","7.954735279083252","3.7056257724761963","1.167529821395874","-0.7123956084251404","-0.25912559032440186","45f315f8-463c-487d-b1e3-304b4bb918b4","",""
"-JlfyCnGlRzyOREXbLC3","1427740613973","","","","","","","e32436fb-6520-484f-9d4e-4acb220de8c0","19.0533999","47.4727397"
"-JlgUsB7nVfUAbNtXuwW","1427749436835","10.023324966430664","10.421361923217773","0.6015431880950928","1.5180017948150635","0.08655273914337158","-0.3749730885028839","1a122210-4044-429a-be47-cf137b1e502b","",""
"-JlgI2p4DhA9vtd2rIZB","1427746077070","8.191761016845703","5.819705963134766","-0.7326257228851318","0.055926382541656494","0.03382214531302452","-0.027696875855326653","5a200e6c-97ca-439e-8cb9-1644f88f597f","",""
"-JlgMahcdmdPQwB7Ib2R","1427747268077","2.9047651290893555","7.954735279083252","3.7056257724761963","1.167529821395874","-0.7123956084251404","-0.25912559032440186","45f315f8-463c-487d-b1e3-304b4bb918b4","",""
"-JlgXCaOMRDXdMROvJCY","1427750048834","16.744447708129883","0.1322796493768692","-2.0614075660705566","-1.1334413290023804","-0.1786981076002121","-1.515338659286499","38d53a4c-e37d-4408-b0fa-a05f958f0b1c","",""
"-Jlb4vYMtidEXNf8MEn_","1427658748109","","","","","","","ca4eb611-011a-4aaa-b60b-d25287b8b0b8","19.0532991","47.4726784"
"-JlgNg3jhda3wAreVKhZ","1427747552366","5.137956619262695","5.592256546020508","5.474940776824951","-0.3020024597644806","-1.1566108465194702","-1.2889699935913086","5afb7df1-1646-4ee7-be55-b45e8110a04e","",""
"-JlgTLsBblUke5iS7uwp","1427749039132","3.178901195526123","7.805097579956055","2.7461493015289307","-0.005858954507857561","1.3659353256225586","-1.3925669193267822","5afb7df1-1646-4ee7-be55-b45e8110a04e","",""
"-Jlfxaz7xK8yYYKjgJ9K","1427740454988","","","","","","","e32436fb-6520-484f-9d4e-4acb220de8c0","19.0533999","47.4727397"
"-JlgOH9EgaDBlo60U5uf","1427747708366","5.137956619262695","5.592256546020508","5.474940776824951","-0.3020024597644806","-1.1566108465194702","-1.2889699935913086","5afb7df1-1646-4ee7-be55-b45e8110a04e","",""
"-JlgWIUeemtA5a0la4h7","1427749810835","3.3931822776794434","12.871827125549316","4.476558685302734","-0.3888215124607086","-1.090564489364624","-0.5648564696311951","38d53a4c-e37d-4408-b0fa-a05f958f0b1c","",""
"-JlgMgoDFaU576GJtObc","1427747293076","2.9047651290893555","7.954735279083252","3.7056257724761963","1.167529821395874","-0.7123956084251404","-0.25912559032440186","45f315f8-463c-487d-b1e3-304b4bb918b4","",""
"-Jlg-CyOhMDEB7unP9Td","1427741138973","","","","","","","e32436fb-6520-484f-9d4e-4acb220de8c0","19.0533999","47.4727397"
"-Jlfwzutf7MUXEYg6WCi","1427740294973","","","","","","","e32436fb-6520-484f-9d4e-4acb220de8c0","19.0533155","47.4727135"
"-JlgM98V--bA4_xmnwcX","1427747151077","2.9047651290893555","7.954735279083252","3.7056257724761963","1.167529821395874","-0.7123956084251404","-0.25912559032440186","45f315f8-463c-487d-b1e3-304b4bb918b4","",""
"-JlgMfLVuHskKMN4LbsT","1427747287077","2.9047651290893555","7.954735279083252","3.7056257724761963","1.167529821395874","-0.7123956084251404","-0.25912559032440186","45f315f8-463c-487d-b1e3-304b4bb918b4","",""
"-JlgIJYK6cdG91cRfPqR","1427746145571","7.429207801818848","6.864774703979492","-1.4233529567718506","-0.01757686398923397","0.011451592668890953","0.23568975925445557","5a200e6c-97ca-439e-8cb9-1644f88f597f","",""
"-JlgSjATtWNDVNWmnQJS","1427748876524","6.697779178619385","6.932411193847656","-1.9261353015899658","0.04048004746437073","0.03701794147491455","-0.02370213344693184","5afb7df1-1646-4ee7-be55-b45e8110a04e","",""
"-JlgKr5cYDNtQsrLeMZx","1427746810925","8.725667953491211","7.64109468460083","10.498574256896973","-1.1648666858673096","-0.8556736707687378","-1.6703346967697144","45f315f8-463c-487d-b1e3-304b4bb918b4","",""
"-JlgSuYfdWROPSl1BuYO","1427748923131","3.178901195526123","7.805097579956055","2.7461493015289307","-0.005858954507857561","1.3659353256225586","-1.3925669193267822","5afb7df1-1646-4ee7-be55-b45e8110a04e","",""
"-JlfxV8Ow4bHXXsn863K","1427740426973","","","","","","","e32436fb-6520-484f-9d4e-4acb220de8c0","19.0533722","47.4727068"
"-JlfxBMm16-u6mgmmJCP","1427740345974","","","","","","","e32436fb-6520-484f-9d4e-4acb220de8c0","19.0533155","47.4727135"
"-JlgOA46hwnEnJDKgx3B","1427747679366","5.137956619262695","5.592256546020508","5.474940776824951","-0.3020024597644806","-1.1566108465194702","-1.2889699935913086","5afb7df1-1646-4ee7-be55-b45e8110a04e","",""
"-Jlfx6-0IPy_1WNvRYSw","1427740323973","","","","","","","e32436fb-6520-484f-9d4e-4acb220de8c0","19.0533155","47.4727135"
"-Jlg-EBWpqouqlA0Bqm4","1427741143973","","","","","","","e32436fb-6520-484f-9d4e-4acb220de8c0","19.0533999","47.4727397"
"-JlgLfjMC6DfHrIPsIji","1427747026525","2.9047651290893555","7.954735279083252","3.7056257724761963","1.167529821395874","-0.7123956084251404","-0.25912559032440186","45f315f8-463c-487d-b1e3-304b4bb918b4","",""
"-JlgI84BtQD5QWDwmIHD","1427746098578","9.091382026672363","4.28322696685791","-0.23403321206569672","-0.5065332651138306","-0.10679276287555695","-0.29933932423591614","5a200e6c-97ca-439e-8cb9-1644f88f597f","",""
"-JlfzjSHEkRQ5AsYpXYA","1427741013973","","","","","","","e32436fb-6520-484f-9d4e-4acb220de8c0","19.0533999","47.4727397"
"-JlgLXwq8_Ta62la5A0N","1427746990524","2.9047651290893555","7.954735279083252","3.7056257724761963","1.167529821395874","-0.7123956084251404","-0.25912559032440186","45f315f8-463c-487d-b1e3-304b4bb918b4","",""
"-JlgVoj7yVabUwwtXKrd","1427749684835","10.220248222351074","3.02986216545105","-4.7836151123046875","1.3121395111083984","-0.018908444792032242","-1.679922103881836","1a122210-4044-429a-be47-cf137b1e502b","",""
"-JlgThKgPXHMl8iaObhB","1427749131132","3.178901195526123","7.805097579956055","2.7461493015289307","-0.005858954507857561","1.3659353256225586","-1.3925669193267822","5afb7df1-1646-4ee7-be55-b45e8110a04e","",""
"-JlgNbfUQN_390JyOSEO","1427747534366","5.137956619262695","5.592256546020508","5.474940776824951","-0.3020024597644806","-1.1566108465194702","-1.2889699935913086","5afb7df1-1646-4ee7-be55-b45e8110a04e","",""
"-JlfyobdfOjGCLS7dRpu","1427740772973","","","","","","","e32436fb-6520-484f-9d4e-4acb220de8c0","19.0533999","47.4727397"
"-JlgVAi7KEJ-tKT3DmPR","1427749516835","10.023324966430664","10.421361923217773","0.6015431880950928","1.5180017948150635","0.08655273914337158","-0.3749730885028839","1a122210-4044-429a-be47-cf137b1e502b","",""
"-JlgKRj74wnFfdvQBeDL","1427746702925","8.725667953491211","7.64109468460083","10.498574256896973","-1.1648666858673096","-0.8556736707687378","-1.6703346967697144","45f315f8-463c-487d-b1e3-304b4bb918b4","",""
"-JlfxSSWjmI_h9Kcg4Vv","1427740415973","","","","","","","e32436fb-6520-484f-9d4e-4acb220de8c0","19.0533722","47.4727068"
"-JlgX0tfOCJUSMG2hS4G","1427750000913","7.617152690887451","6.566098213195801","-0.32022446393966675","-0.8418252468109131","0.10732539743185043","-0.6743124127388","38d53a4c-e37d-4408-b0fa-a05f958f0b1c","",""
"-Jlfxvj0VpdH2RBRNZxS","1427740539973","","","","","","","e32436fb-6520-484f-9d4e-4acb220de8c0","19.0533999","47.4727397"
"-JlgNZjzLo5eHbF1XZFJ","1427747522366","5.137956619262695","5.592256546020508","5.474940776824951","-0.3020024597644806","-1.1566108465194702","-1.2889699935913086","5afb7df1-1646-4ee7-be55-b45e8110a04e","",""
"-JlgLT3MOt6buSoUgX9d","1427746970525","2.9047651290893555","7.954735279083252","3.7056257724761963","1.167529821395874","-0.7123956084251404","-0.25912559032440186","45f315f8-463c-487d-b1e3-304b4bb918b4","",""
"-JlfzS8OgN2_t8V7tH9v","1427740938973","","","","","","","e32436fb-6520-484f-9d4e-4acb220de8c0","19.0533999","47.4727397"
"-JlgMDXkhS4UIoSGIDTM","1427747169077","2.9047651290893555","7.954735279083252","3.7056257724761963","1.167529821395874","-0.7123956084251404","-0.25912559032440186","45f315f8-463c-487d-b1e3-304b4bb918b4","",""
"-JlgNxdjgIDqMxx31X2O","1427747624366","5.137956619262695","5.592256546020508","5.474940776824951","-0.3020024597644806","-1.1566108465194702","-1.2889699935913086","5afb7df1-1646-4ee7-be55-b45e8110a04e","",""
"-JlgNwQdny3J2DS54YNp","1427747619368","5.137956619262695","5.592256546020508","5.474940776824951","-0.3020024597644806","-1.1566108465194702","-1.2889699935913086","5afb7df1-1646-4ee7-be55-b45e8110a04e","",""
"-JlgMQEFG_Xec07n2J9C","1427747221077","2.9047651290893555","7.954735279083252","3.7056257724761963","1.167529821395874","-0.7123956084251404","-0.25912559032440186","45f315f8-463c-487d-b1e3-304b4bb918b4","",""
"-JlgSv1u873bruznlWpv","1427748925130","3.178901195526123","7.805097579956055","2.7461493015289307","-0.005858954507857561","1.3659353256225586","-1.3925669193267822","5afb7df1-1646-4ee7-be55-b45e8110a04e","",""
"-JlgHB8eLUgKB4uvQG1P","1427745849016","6.209362030029297","2.6629507541656494","4.462193489074707","0.3893541693687439","-1.5390408039093018","-2.7340011596679688","5a200e6c-97ca-439e-8cb9-1644f88f597f","",""
"-JlgTso2XseT-uo4J40k","1427749178132","3.178901195526123","7.805097579956055","2.7461493015289307","-0.005858954507857561","1.3659353256225586","-1.3925669193267822","5afb7df1-1646-4ee7-be55-b45e8110a04e","",""
"-JlgK-ewlrlns3RqyKOY","1427746587966","8.358158111572266","6.457760334014893","2.3552958965301514","-0.5451490879058838","0.11957593262195587","-0.4625910818576813","45f315f8-463c-487d-b1e3-304b4bb918b4","",""
"-JlgKDZscvb4W37_KaYn","1427746644925","8.725667953491211","7.64109468460083","10.498574256896973","-1.1648666858673096","-0.8556736707687378","-1.6703346967697144","45f315f8-463c-487d-b1e3-304b4bb918b4","",""
"-JlgLPGWRIFvikyC3nvr","1427746954982","7.4549455642700195","7.122750282287598","-1.1761516332626343","0.14114753901958466","0.341683566570282","-0.4181163012981415","45f315f8-463c-487d-b1e3-304b4bb918b4","",""
"-JlgM2nFvOs14yYhWZlR","1427747125077","2.9047651290893555","7.954735279083252","3.7056257724761963","1.167529821395874","-0.7123956084251404","-0.25912559032440186","45f315f8-463c-487d-b1e3-304b4bb918b4","",""
"-JlgTduwYq2D3hMtb7H5","1427749117132","3.178901195526123","7.805097579956055","2.7461493015289307","-0.005858954507857561","1.3659353256225586","-1.3925669193267822","5afb7df1-1646-4ee7-be55-b45e8110a04e","",""
"-JlgNYHEiXsCnxTo7SRC","1427747516366","5.137956619262695","5.592256546020508","5.474940776824951","-0.3020024597644806","-1.1566108465194702","-1.2889699935913086","5afb7df1-1646-4ee7-be55-b45e8110a04e","",""
"-Jlfx_WHh5dm8mYFoSQ4","1427740448982","","","","","","","e32436fb-6520-484f-9d4e-4acb220de8c0","19.0533999","47.4727397"
"-JlgHj1eyXPID9JEMtj1","1427745991923","7.811681747436523","5.18284797668457","-0.6847416758537292","-0.03675162419676781","0.03009372018277645","-0.06924218684434891","5a200e6c-97ca-439e-8cb9-1644f88f597f","",""
"-JlgHKAmgR18LjJ9piMV","1427745886016","6.0872578620910645","6.162076473236084","3.2411506175994873","0.1203748807311058","0.6032059788703918","0.30466562509536743","5a200e6c-97ca-439e-8cb9-1644f88f597f","",""
"-JlgKgM78q2YJghrYiTz","1427746766925","8.725667953491211","7.64109468460083","10.498574256896973","-1.1648666858673096","-0.8556736707687378","-1.6703346967697144","45f315f8-463c-487d-b1e3-304b4bb918b4","",""
"-JlgJxyl5WD3DEG1nOIR","1427746576947","12.278064727783203","6.296152114868164","-11.165958404541016","0.5235774517059326","0.4849616289138794","-0.7337008714675903","45f315f8-463c-487d-b1e3-304b4bb918b4","",""
"-Jlb4txiEKkmM9lg0g3B","1427658741604","","","","","","","ca4eb611-011a-4aaa-b60b-d25287b8b0b8","19.0532991","47.4726784"
"-JlgLj95FFfhN9tO5Zj9","1427747040524","2.9047651290893555","7.954735279083252","3.7056257724761963","1.167529821395874","-0.7123956084251404","-0.25912559032440186","45f315f8-463c-487d-b1e3-304b4bb918b4","",""
"-JlgOLn6oqc84mDIr0ya","1427747727366","5.137956619262695","5.592256546020508","5.474940776824951","-0.3020024597644806","-1.1566108465194702","-1.2889699935913086","5afb7df1-1646-4ee7-be55-b45e8110a04e","",""
"-JlgIXxyL_ZUEn1vDZjM","1427746204614","11.765706062316895","5.0499701499938965","1.635838270187378","-0.10439591854810715","0.1270327866077423","0.35180360078811646","5a200e6c-97ca-439e-8cb9-1644f88f597f","",""
"-JlgXN5IIQ1QdLZwrkb6","1427750091836","16.744447708129883","0.1322796493768692","-2.0614075660705566","-1.1334413290023804","-0.1786981076002121","-1.515338659286499","38d53a4c-e37d-4408-b0fa-a05f958f0b1c","",""
"-JlgKEIk1c9P-Um3sFBG","1427746647925","8.725667953491211","7.64109468460083","10.498574256896973","-1.1648666858673096","-0.8556736707687378","-1.6703346967697144","45f315f8-463c-487d-b1e3-304b4bb918b4","",""
"-JlgTYoJCGYqDcDWY8FV","1427749092132","3.178901195526123","7.805097579956055","2.7461493015289307","-0.005858954507857561","1.3659353256225586","-1.3925669193267822","5afb7df1-1646-4ee7-be55-b45e8110a04e","",""
"-JlgTG09z_EQ3NtrhCBd","1427749015131","3.178901195526123","7.805097579956055","2.7461493015289307","-0.005858954507857561","1.3659353256225586","-1.3925669193267822","5afb7df1-1646-4ee7-be55-b45e8110a04e","",""
"-JlgNrIU0CmwVh0bst3K","1427747598366","5.137956619262695","5.592256546020508","5.474940776824951","-0.3020024597644806","-1.1566108465194702","-1.2889699935913086","5afb7df1-1646-4ee7-be55-b45e8110a04e","",""
"-JlgNrY6657XpuXMyjFQ","1427747599366","5.137956619262695","5.592256546020508","5.474940776824951","-0.3020024597644806","-1.1566108465194702","-1.2889699935913086","5afb7df1-1646-4ee7-be55-b45e8110a04e","",""
"-JlgX52j0IeyZkugScbr","1427750017942","8.889671325683594","3.3297359943389893","0.44771572947502136","0.16218651831150055","0.15899072587490082","0.16325177252292633","38d53a4c-e37d-4408-b0fa-a05f958f0b1c","",""
"-JlgNbBEimkWY1bwv4AC","1427747532366","5.137956619262695","5.592256546020508","5.474940776824951","-0.3020024597644806","-1.1566108465194702","-1.2889699935913086","5afb7df1-1646-4ee7-be55-b45e8110a04e","",""
"-JlgW-xUYz1DPwFuKEA1","1427749734902","12.56177806854248","7.365761756896973","-1.3174095153808594","0.6926882266998291","0.46898266673088074","0.18136127293109894","1a122210-4044-429a-be47-cf137b1e502b","",""
"-JlgM_UVCIny9xS3Fpnv","1427747263077","2.9047651290893555","7.954735279083252","3.7056257724761963","1.167529821395874","-0.7123956084251404","-0.25912559032440186","45f315f8-463c-487d-b1e3-304b4bb918b4","",""
"-JlgHh-klmjOGbkTA62k","1427745983609","7.662044048309326","5.196016311645508","-1.8543092012405396","0.07590009272098541","0.10199907422065735","-0.11558119207620621","5a200e6c-97ca-439e-8cb9-1644f88f597f","",""
"-JlgGczdsu-xXurNx9E4","1427745705015","2.6210522651672363","5.908291339874268","11.033679008483887","0.900414764881134","0.9707222580909729","-0.47990164160728455","5a200e6c-97ca-439e-8cb9-1644f88f597f","",""
"-Jlfy-r8CqxN5olpsEY7","1427740560973","","","","","","","e32436fb-6520-484f-9d4e-4acb220de8c0","19.0533999","47.4727397"
"-JlgNU7c-Tm7lUil3-sv","1427747499367","5.137956619262695","5.592256546020508","5.474940776824951","-0.3020024597644806","-1.1566108465194702","-1.2889699935913086","5afb7df1-1646-4ee7-be55-b45e8110a04e","",""
